ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-10130,EMP-875,MFA Failure reported on Internet Banking Portal,Hospital like player wonder effect administration.,2023-08-04 05:04:14,2023-08-06 13:31:32.090397,Closed,Medium,Access,MFA Failure,Internet Banking Portal,Service Portal
TKT-10131,EMP-367,Firewall Block reported on Mobile Banking App,General run pick sign same forward.,2023-11-03 05:32:21,2023-11-03 14:11:47.423119,Closed,Medium,Network,Firewall Block,Mobile Banking App,Email
TKT-10132,EMP-802,Latency High reported on ATM Switch,National spend compare single let receive place specific as simply.,2023-01-18 05:14:18,2023-01-18 07:03:39.446658,Closed,High,Network,Latency High,ATM Switch,Service Portal
TKT-10133,EMP-880,Switch Port Error reported on Treasury System,Fall analysis current among value middle.,2023-06-27 17:52:58,2023-06-29 05:23:55.347809,Closed,High,Hardware,Switch Port Error,Treasury System,Service Portal
TKT-10134,EMP-219,Password Reset reported on Mobile Banking App,List already positive experience television answer pretty event son join hundred keep.,2023-11-13 16:08:07,2023-11-14 20:39:36.837895,Closed,High,Access,Password Reset,Mobile Banking App,Automated Alert
TKT-10135,EMP-533,Switch Port Error reported on Email Server (Exchange),Wind many marriage under mind song risk bad own state.,2023-05-31 03:47:25,2023-05-31 16:48:46.573358,Closed,Low,Hardware,Switch Port Error,Email Server (Exchange),Email
TKT-10136,EMP-559,API Timeout reported on Mobile Banking App,Fly bag produce fill owner international ready goal amount.,2023-07-31 20:11:23,2023-07-31 22:19:52.696094,Resolved,Critical,Software,API Timeout,Mobile Banking App,Email
TKT-10137,EMP-644,API Timeout reported on Mobile Banking App,Past itself police social arm provide image message seek civil.,2023-12-04 21:20:03,2023-12-07 01:29:27.189539,Closed,Low,Software,API Timeout,Mobile Banking App,Phone
TKT-10138,EMP-708,Disk Failure reported on ATM Switch,Support question just call door population gun.,2023-01-13 02:15:05,2023-01-13 07:55:43.189381,Closed,Medium,Hardware,Disk Failure,ATM Switch,Email
TKT-10139,EMP-935,VPN Drop reported on Internet Banking Portal,Painting quickly we head several off.,2023-12-27 01:46:32,,Open,Medium,Network,VPN Drop,Internet Banking Portal,Service Portal
TKT-10140,EMP-162,Data Sync Error reported on ATM Switch,Huge power economic box save material hit no energy employee.,2023-07-25 14:55:25,2023-07-27 08:06:39.989198,Closed,Medium,Software,Data Sync Error,ATM Switch,Automated Alert
TKT-10141,EMP-407,API Timeout reported on Mobile Banking App,You experience trouble make but table later together.,2023-06-23 07:34:00,2023-06-23 14:48:05.932161,Closed,High,Software,API Timeout,Mobile Banking App,Phone
TKT-10142,EMP-194,Password Reset reported on Core Banking (T24),Specific whose worry property remember nearly face.,2023-06-22 20:44:13,2023-06-23 02:46:41.435404,Closed,High,Access,Password Reset,Core Banking (T24),Email
TKT-10143,EMP-859,App Crash reported on Mobile Banking App,Republican until point soldier meeting building cut catch.,2023-04-27 11:47:55,2023-04-27 12:48:29.047519,Closed,Critical,Software,App Crash,Mobile Banking App,Phone
TKT-10144,EMP-577,VPN Drop reported on Mobile Banking App,Ago network hard sound necessary partner beat finally yourself rest moment shoulder.,2023-11-03 22:48:39,2023-11-03 23:05:04.387328,Closed,Critical,Network,VPN Drop,Mobile Banking App,Service Portal
TKT-10145,EMP-437,Firewall Block reported on Core Banking (T24),Available win politics last quite general there sister policy consider whom item treat.,2023-11-16 18:04:45,2023-11-17 09:27:05.380853,Closed,Medium,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-10146,EMP-600,Server Overheat reported on Email Server (Exchange),Million fight class various different way million.,2023-01-22 12:29:06,2023-01-22 17:47:49.492458,Closed,High,Hardware,Server Overheat,Email Server (Exchange),Email
TKT-10147,EMP-323,MFA Failure reported on Internet Banking Portal,Economy play nearly by field move maybe.,2023-04-21 07:31:19,2023-04-25 10:26:57.090506,Closed,Low,Access,MFA Failure,Internet Banking Portal,Email
TKT-10148,EMP-614,Unhandled Exception reported on ATM Switch,Walk child probably result painting successful nor stay agreement animal political officer prepare.,2023-03-07 11:48:01,2023-03-07 17:38:07.209553,Closed,Medium,Software,Unhandled Exception,ATM Switch,Email
TKT-10149,EMP-515,Latency High reported on Internet Banking Portal,Indicate police marriage phone face what lot source rate father authority art keep.,2023-10-25 20:34:33,2023-10-29 15:24:04.472563,Closed,Low,Network,Latency High,Internet Banking Portal,Email
TKT-10150,EMP-965,Server Overheat reported on Internet Banking Portal,Daughter parent fine responsibility safe team wish candidate have no five.,2023-07-08 01:32:51,2023-07-08 08:25:07.722288,Closed,High,Hardware,Server Overheat,Internet Banking Portal,Phone
TKT-10151,EMP-656,Latency High reported on HR Portal,Environment easy best face his past eat.,2023-07-01 03:50:22,2023-07-03 09:57:04.735366,Closed,Low,Network,Latency High,HR Portal,Phone
TKT-10152,EMP-680,Packet Loss reported on Treasury System,Spend value return couple city you level these.,2023-12-03 01:15:01,2023-12-05 02:50:33.988685,Closed,Low,Network,Packet Loss,Treasury System,Phone
TKT-10153,EMP-958,Permission Denied reported on Internet Banking Portal,Bed hotel lead drive on any.,2023-07-13 03:49:37,2023-07-13 22:34:31.404548,Closed,Medium,Access,Permission Denied,Internet Banking Portal,Email
TKT-10154,EMP-290,VPN Drop reported on Core Banking (T24),Our successful pull experience account blue care enough hand idea and anything.,2023-04-20 06:25:52,2023-04-21 14:40:46.187086,Closed,Medium,Network,VPN Drop,Core Banking (T24),Email
TKT-10155,EMP-209,Latency High reported on Mobile Banking App,Guy eye hit late near stay perhaps particularly.,2023-08-07 04:30:45,2023-08-08 05:46:06.734103,Closed,Critical,Network,Latency High,Mobile Banking App,Phone
TKT-10156,EMP-984,Disk Failure reported on Mobile Banking App,Hour some fund voice sense current meeting.,2023-02-19 23:13:46,2023-02-20 11:29:58.811111,Closed,Low,Hardware,Disk Failure,Mobile Banking App,Phone
TKT-10157,EMP-382,VPN Drop reported on Core Banking (T24),And case four listen lead paper.,2023-07-14 05:03:50,2023-07-14 09:49:04.571908,Closed,Medium,Network,VPN Drop,Core Banking (T24),Automated Alert
TKT-10158,EMP-735,Account Locked reported on Mobile Banking App,Foreign party class wrong school federal from.,2023-07-20 04:51:42,2023-07-20 12:21:01.592130,Closed,High,Access,Account Locked,Mobile Banking App,Service Portal
TKT-10159,EMP-433,Disk Failure reported on Mobile Banking App,Mother remember feel staff happy purpose woman on someone rise read ago.,2023-11-18 16:12:59,2023-11-18 20:36:25.784328,Closed,High,Hardware,Disk Failure,Mobile Banking App,Phone
TKT-10160,EMP-789,Data Sync Error reported on Core Banking (T24),Whose situation simply officer return on color pick people.,2023-07-04 07:30:05,2023-07-07 07:03:51.543963,Closed,Medium,Software,Data Sync Error,Core Banking (T24),Automated Alert
TKT-10161,EMP-528,Server Overheat reported on Mobile Banking App,Challenge quite all way body affect finish charge real improve.,2023-11-23 16:14:45,2023-11-23 19:06:53.647650,Closed,High,Hardware,Server Overheat,Mobile Banking App,Phone
TKT-10162,EMP-364,Data Sync Error reported on Internet Banking Portal,Turn their save artist catch debate foot production moment finish community treatment garden.,2023-10-28 23:15:55,2023-10-29 05:23:22.369888,Closed,High,Software,Data Sync Error,Internet Banking Portal,Service Portal
TKT-10163,EMP-187,Firewall Block reported on Core Banking (T24),Particular court east newspaper different win father eye debate.,2023-05-18 14:11:38,2023-05-18 16:16:26.850872,Closed,Critical,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-10164,EMP-763,App Crash reported on HR Portal,First give value somebody event business quality here woman stand west source.,2023-10-01 18:58:00,2023-10-01 21:38:54.189528,Closed,High,Software,App Crash,HR Portal,Phone
TKT-10165,EMP-505,MFA Failure reported on Core Banking (T24),Explain research get kind either look.,2023-04-23 19:12:53,2023-04-24 00:12:44.614192,Closed,Medium,Access,MFA Failure,Core Banking (T24),Email
TKT-10166,EMP-291,Permission Denied reported on Core Banking (T24),Even no even body scientist dream anything toward difficult do beyond form.,2023-03-20 11:24:37,2023-03-22 05:39:25.978621,Closed,Low,Access,Permission Denied,Core Banking (T24),Automated Alert
TKT-10167,EMP-919,API Timeout reported on Core Banking (T24),Race case who within citizen present thing.,2023-07-03 11:07:24,2023-07-03 14:00:24.182092,Closed,Medium,Software,API Timeout,Core Banking (T24),Email
TKT-10168,EMP-533,App Crash reported on Internet Banking Portal,Practice sense expert experience arrive shoulder present discussion school sure also TV.,2023-07-04 17:50:31,2023-07-04 21:16:51.607127,Closed,Medium,Software,App Crash,Internet Banking Portal,Phone
TKT-10169,EMP-596,MFA Failure reported on Email Server (Exchange),Value already structure small control see the face.,2023-06-12 06:58:13,2023-06-12 13:37:17.161803,Closed,High,Access,MFA Failure,Email Server (Exchange),Automated Alert
TKT-10170,EMP-650,Password Reset reported on Internet Banking Portal,Fear owner up friend lawyer political.,2023-01-15 13:12:36,2023-01-15 17:32:46.421593,Closed,High,Access,Password Reset,Internet Banking Portal,Email
TKT-10171,EMP-204,Switch Port Error reported on Core Banking (T24),Threat care mean evening speak former room possible responsibility add front far.,2023-07-23 15:00:10,2023-07-24 10:32:27.305173,Closed,Medium,Hardware,Switch Port Error,Core Banking (T24),Service Portal
TKT-10172,EMP-805,App Crash reported on Internet Banking Portal,Compare task today still middle beautiful protect continue.,2023-09-19 21:52:27,2023-09-20 04:19:10.918623,Closed,High,Software,App Crash,Internet Banking Portal,Phone
TKT-10173,EMP-820,Disk Failure reported on Email Server (Exchange),Food easy end dog send west few reveal activity president realize artist.,2023-02-24 14:35:51,2023-02-25 14:19:07.219813,Closed,Medium,Hardware,Disk Failure,Email Server (Exchange),Automated Alert
TKT-10174,EMP-948,App Crash reported on Mobile Banking App,Fill if maybe time region financial brother trouble far pass despite.,2023-02-15 21:56:07,2023-02-16 00:57:41.838966,Closed,High,Software,App Crash,Mobile Banking App,Service Portal
TKT-10175,EMP-435,Switch Port Error reported on ATM Switch,Check security paper indeed near likely Mr professional despite easy senior their.,2023-02-21 20:57:04,2023-02-22 03:15:26.636180,Closed,High,Hardware,Switch Port Error,ATM Switch,Service Portal
TKT-10176,EMP-679,Server Overheat reported on Treasury System,Land region back nor article natural measure of change foreign minute break.,2023-02-01 19:05:11,2023-02-02 01:42:45.597182,Resolved,High,Hardware,Server Overheat,Treasury System,Email
TKT-10177,EMP-765,Memory Leak reported on Treasury System,Major together knowledge argue car indeed nor next pull final against effort able.,2023-03-21 18:28:50,2023-03-23 10:42:44.890891,Closed,High,Hardware,Memory Leak,Treasury System,Service Portal
TKT-10178,EMP-101,Password Reset reported on Internet Banking Portal,Authority interest red must art thus worry line expert conference career political role.,2023-03-26 14:59:14,2023-03-29 01:45:20.341277,Closed,Low,Access,Password Reset,Internet Banking Portal,Email
TKT-10179,EMP-191,VPN Drop reported on Mobile Banking App,Year him thank trade heart radio product much president girl.,2023-06-13 06:03:26,2023-06-15 12:14:02.228400,Closed,Low,Network,VPN Drop,Mobile Banking App,Automated Alert
TKT-10180,EMP-724,Data Sync Error reported on ATM Switch,Hotel camera without strong series without leg rest interest here discover leave.,2023-03-11 07:29:41,2023-03-11 09:39:28.430707,Closed,Medium,Software,Data Sync Error,ATM Switch,Automated Alert
TKT-10181,EMP-243,Latency High reported on Core Banking (T24),Country themselves she allow produce past view threat drive.,2023-03-02 05:50:09,2023-03-02 20:22:50.494193,Closed,Medium,Network,Latency High,Core Banking (T24),Service Portal
TKT-10182,EMP-912,Password Reset reported on Core Banking (T24),Order land public the each analysis keep.,2023-11-08 12:47:57,,Open,Medium,Access,Password Reset,Core Banking (T24),Email
TKT-10183,EMP-682,Password Reset reported on Core Banking (T24),Senior simply cell year doctor trouble office officer.,2023-07-29 14:55:33,2023-07-29 15:21:14.820716,Closed,Medium,Access,Password Reset,Core Banking (T24),Email
TKT-10184,EMP-613,API Timeout reported on Mobile Banking App,Down then worry miss including every news option same compare.,2023-10-28 00:34:40,2023-10-28 12:50:48.586550,Closed,Medium,Software,API Timeout,Mobile Banking App,Email
TKT-10185,EMP-765,Unhandled Exception reported on Internet Banking Portal,New another general poor high modern recent impact feel contain Mrs.,2023-09-21 14:24:34,2023-09-25 11:49:48.623192,Closed,Low,Software,Unhandled Exception,Internet Banking Portal,Phone
TKT-10186,EMP-279,Data Sync Error reported on ATM Switch,Feeling remain south trip none whose newspaper care.,2023-04-04 13:59:10,2023-04-04 20:11:36.277811,Closed,High,Software,Data Sync Error,ATM Switch,Service Portal
TKT-10187,EMP-369,Permission Denied reported on Core Banking (T24),Data position two suggest begin right couple environmental purpose.,2023-04-05 07:36:19,2023-04-05 21:11:49.803467,Closed,Medium,Access,Permission Denied,Core Banking (T24),Email
TKT-10188,EMP-218,Disk Failure reported on Core Banking (T24),Them could seven right next look.,2023-08-23 03:38:26,2023-08-23 12:51:19.681364,Closed,Medium,Hardware,Disk Failure,Core Banking (T24),Email
TKT-10189,EMP-771,Firewall Block reported on Mobile Banking App,Field training deep couple scientist section senior trial receive region.,2023-12-04 16:05:01,2023-12-05 00:45:23.752302,Closed,Low,Network,Firewall Block,Mobile Banking App,Email
TKT-10190,EMP-147,Firewall Block reported on Mobile Banking App,Need simply herself move grow end mention market better.,2023-12-10 12:13:10,,Open,Low,Network,Firewall Block,Mobile Banking App,Service Portal
TKT-10191,EMP-398,Permission Denied reported on Internet Banking Portal,Seven floor data fine animal ten scientist administration network once result far.,2023-10-08 13:22:57,2023-10-10 21:11:28.001895,Closed,Low,Access,Permission Denied,Internet Banking Portal,Automated Alert
TKT-10192,EMP-124,Memory Leak reported on ATM Switch,Discover now early nearly want front shake major rich science.,2023-03-18 04:38:23,2023-03-19 07:45:22.518179,Closed,Low,Hardware,Memory Leak,ATM Switch,Email
